0	1.0 1.0
34 17 39 38	0.041922861934041364 0.18439716312056736
34 17 41 14	0.17726051924798567 0.574468085106383
34 17 41 16	0.046392849542455844 0.40425531914893614
34 17 42	0.10849909584086799 0.1773049645390071
34 17 42 5	0.09878419452887538 0.3404255319148936
34 18 0	0.05263157894736842 0.09929078014184398
34 18 1 43	0.18112244897959184 0.3971631205673759
34 18 3	0.0696629213483146 0.1773049645390071
34 18 6 0	0.2689655172413793 0.6312056737588653
34 18 12 41	0.11937557392102846 0.48936170212765956
34 18 13	0.16 0.2765957446808511
34 18 14 38	0.00337609723160027 0.03546099290780142
34 18 15 18	0.1374764595103578 0.2624113475177305
34 18 16 0	0.28641975308641976 0.75177304964539
34 18 17 39	0.07130730050933787 0.05673758865248227
34 18 20	0.15298507462686567 0.18439716312056736
34 18 26 33	0.10427807486631016 0.18439716312056736
34 18 28 40	0.031928480204342274 0.05673758865248227
34 18 34	0.008083140877598153 0.028368794326241134
34 18 35 38	0.056265984654731455 0.09929078014184398
34 18 36 13	0.22788461538461538 0.36879432624113473
34 18 38	0.07212475633528265 0.1773049645390071
34 18 43	0.2035306334371755 0.5319148936170213
34 18 45	0.2549019607843137 0.24113475177304963
34 19 0	0.2268041237113402 0.11347517730496454
34 19 12 5	0.15168539325842698 0.1347517730496454
34 19 18 39	0.07277628032345014 0.10638297872340426
34 19 26	0.007936507936507936 0.014184397163120567
34 19 34 26	0.15157894736842106 0.16312056737588654
34 19 37 5	0.18238993710691823 0.14184397163120568
34 19 38 14	0.19090909090909092 0.36879432624113473
34 20 18	0.09565217391304348 0.14893617021276595
34 20 18 1	0.14537444933920704 0.24113475177304963
34 20 20	0.24761904761904763 0.16312056737588654
34 20 20 1	0.264 0.1773049645390071
34 20 36 28	0.038869257950530034 0.07092198581560284
34 20 41 0	0.23354564755838642 0.41134751773049644
34 21 28	0.09090909090909091 0.028368794326241134
34 21 33	0.15789473684210525 0.0425531914893617
34 21 36 18	0.16666666666666666 0.02127659574468085
34 23 8	0.1 0.0070921985815602835
34 23 13	0.041666666666666664 0.0070921985815602835
34 25	0.001893939393939394 0.0070921985815602835
34 25 0	0.32855361596009974 0.7730496453900709
34 25 2 41	0.13550646551724138 0.624113475177305
34 25 4 14	0.1934673366834171 0.46099290780141844
34 25 5 0	0.31450980392156863 0.723404255319149
34 25 7 30	0.14809590973201692 0.4326241134751773
34 25 14 13	0.12350119904076738 0.4397163120567376
34 25 14 45	0.2767354596622889 0.41134751773049644
34 25 16 38	0.06465067778936393 0.3546099290780142
34 25 19	0.11315789473684211 0.18439716312056736
34 25 26 19	0.06420545746388442 0.1347517730496454
34 25 30 34	0.17319310807786978 0.624113475177305
34 25 33 16	0.09902690326273612 0.3971631205673759
34 25 34	0.1528509822712027 0.7092198581560284
34 25 37	0.020253164556962026 0.07801418439716312
34 25 37 36	0.07870036101083032 0.28368794326241137
34 25 38 14	0.2038170687792582 0.723404255319149
34 25 38 16	0.047692784143697736 0.3191489361702128
34 25 38 41	0.11116367076631978 0.6595744680851063
34 25 39 3	0.0889423076923077 0.4326241134751773
34 25 41 8	0.06759379042690815 0.3971631205673759
34 25 41 27	0.04563835932986713 0.1773049645390071
34 25 41 43	0.15120545073375263 0.6028368794326241
34 26	0.13573407202216067 0.24822695035460993
34 26 0 34	0.13559322033898305 0.2553191489361702
34 26 1	0.24597364568081992 0.6666666666666666
34 26 5	0.07523939808481532 0.16312056737588654
34 26 6 16	0.07361787453451733 0.46808510638297873
34 26 7 32	0.06642235455794777 0.2765957446808511
34 26 9 34	0.13993120700437772 0.7446808510638298
34 26 11	0.1184573002754821 0.14893617021276595
34 26 14 41	0.06819181698196217 0.3900709219858156
34 26 18 18	0.15113350125944586 0.3900709219858156
34 26 28 18	0.2759776536312849 0.36879432624113473
34 26 30	0.13258426966292136 0.5035460992907801
34 26 30 1	0.24216710182767623 0.5460992907801419
34 26 31 14	0.17720988688730624 0.7304964539007093
34 26 31 31	0.052231718898385564 0.2907801418439716
34 26 37 12	0.10712074303405572 0.3971631205673759
34 26 38 27	0.11301369863013698 0.12056737588652482
34 26 39 14	0.18057663125948406 0.6595744680851063
34 27	0.011363636363636364 0.014184397163120567
34 27 3	0.05944055944055944 0.07092198581560284
34 27 8	0.10869565217391304 0.0851063829787234
34 27 12 14	0.23162939297124602 0.3120567375886525
34 27 12 41	0.12479338842975207 0.3120567375886525
34 27 31 44	0.165 0.1276595744680851
34 27 32 41	0.10080350620891161 0.24113475177304963
34 27 33	0.07264957264957266 0.07801418439716312
34 27 37 31	0.06636670416197975 0.1773049645390071
34 27 38	0.08121827411167512 0.07092198581560284
34 27 45	0.3283582089552239 0.09219858156028368
34 28 0 20	0.00963855421686747 0.04964539007092199
34 28 3	0.12286689419795221 0.4326241134751773
34 28 7 14	0.20272982737856282 0.6099290780141844
34 28 12 16	0.04993514915693904 0.3262411347517731
34 28 12 31	0.046141607000795545 0.2553191489361702
34 28 13	0.06563706563706563 0.16312056737588654
34 28 14	0.006862745098039216 0.0425531914893617
34 28 18	0.2607913669064748 0.3120567375886525
34 28 28	0.06475485661424607 0.2695035460992908
34 28 28 1	0.2290748898678414 0.6312056737588653
34 28 34 41	0.10525429437521051 0.7163120567375887
34 28 36 43	0.13333333333333333 0.23404255319148937
34 28 38	0.08571428571428572 0.2127659574468085
34 28 41 9	0.033855482566953005 0.2978723404255319
34 28 42 13	0.14143426294820718 0.23404255319148937
34 28 43	0.20675944333996024 0.2978723404255319
34 28 43 1	0.2111650485436893 0.3404255319148936
34 28 43 30	0.13445378151260504 0.3475177304964539
34 28 45	0.1792452830188679 0.11347517730496454
34 28 45 42	0.17647058823529413 0.0425531914893617
34 29 3	0.07435897435897436 0.1347517730496454
34 29 4 1	0.19003115264797507 0.4326241134751773
34 29 8	0.1893687707641196 0.2695035460992908
34 29 8 11	0.10557768924302789 0.15602836879432624
34 29 9 41	0.10340414640389045 0.6312056737588653
34 29 13	0.15041782729805014 0.23404255319148937
34 29 13 1	0.16614420062695925 0.2978723404255319
34 29 13 30	0.10126582278481013 0.3120567375886525
34 29 28	0.04960835509138381 0.0851063829787234
34 29 31 0	0.23836206896551723 0.6524822695035462
34 29 32 14	0.2007532956685499 0.6524822695035462
34 29 32 31	0.04044294655753491 0.22695035460992907
34 29 33	0.18518518518518517 0.2553191489361702
34 29 38	0.1346153846153846 0.028368794326241134
34 29 40 28	0.09859154929577464 0.11347517730496454
34 29 43	0.1761904761904762 0.18439716312056736
34 30	0.155902004454343 0.3475177304964539
34 30 5	0.14512922465208747 0.6666666666666666
34 30 5 1	0.23097112860892388 0.7943262411347518
34 30 6 27	0.021505376344086023 0.10638297872340426
34 30 8 3	0.09325946445060018 0.16312056737588654
34 30 8 33	0.13131868131868132 0.3262411347517731
34 30 9 0	0.2997397681570854 0.8652482269503546
34 30 14	0.007926023778071334 0.014184397163120567
34 30 16 41	0.12035711277688874 0.8297872340425532
34 30 17	0.04716981132075472 0.10638297872340426
34 30 19 44	0.1412037037037037 0.2624113475177305
34 30 26	0.12036199095022625 0.3333333333333333
34 30 28 18	0.19037433155080213 0.2978723404255319
34 30 35	0.1134020618556701 0.2907801418439716
34 30 39 14	0.18669985775248932 0.8226950354609929
34 30 41	0.0035460992907801418 0.02127659574468085
34 30 43 38	0.08949704142011834 0.3333333333333333
34 31 3 37	0.044543429844097995 0.15602836879432624
34 31 4 0	0.29678638941398866 0.36879432624113473
34 31 6 9	0.014280047600158666 0.11347517730496454
34 31 6 30	0.11961503208065995 0.46099290780141844
34 31 6 36	0.050871080139372825 0.23404255319148937
34 31 9 43	0.20452099031216361 0.36879432624113473
34 31 12 18	0.18010471204188483 0.2978723404255319
34 31 13 44	0.07777777777777778 0.2127659574468085
34 31 14	0.20323182100683654 0.6453900709219859
34 31 14 26	0.07937743190661478 0.41134751773049644
34 31 16	0.053395240858966915 0.3049645390070922
34 31 16 15	0.08760520275439938 0.22695035460992907
34 31 18 1	0.11676646706586827 0.16312056737588654
34 31 18 37	0.03021978021978022 0.10638297872340426
34 31 19 43	0.11868686868686869 0.18439716312056736
34 31 25 8	0.05776173285198556 0.19148936170212766
34 31 26 14	0.15646757053865884 0.5177304964539007
34 31 28 19	0.09477124183006536 0.07801418439716312
34 31 28 25	0.0367504835589942 0.0851063829787234
34 31 30 9	0.0005788712011577424 0.014184397163120567
34 31 30 31	0.03297101449275362 0.2127659574468085
34 31 32 39	0.024355300859598854 0.10638297872340426
34 31 33 36	0.009433962264150943 0.04964539007092199
34 31 34 13	0.1550131926121372 0.4326241134751773
34 31 38 12	0.03194888178913738 0.12056737588652482
34 31 39	0.023893805309734513 0.10638297872340426
34 31 39 11	0.11768407803650094 0.375886524822695
34 31 41	0.09334803381109887 0.6524822695035462
34 31 41 1	0.2010928961748634 0.7304964539007093
34 31 41 5	0.08260924316836671 0.6170212765957447
34 31 43 12	0.05042016806722689 0.1702127659574468
34 32	0.003795066413662239 0.0070921985815602835
34 32 0	0.31896551724137934 0.7375886524822695
34 32 0 26	0.1026192337763878 0.40425531914893614
34 32 1 30	0.003677822728944465 0.07092198581560284
34 32 2 14	0.22076440387906446 0.5957446808510638
34 32 3 31	0.08194905869324474 0.3475177304964539
34 32 4 14	0.20627376425855512 0.45390070921985815
34 32 4 31	0.05502392344497608 0.375886524822695
34 32 6 3	0.05216724204065976 0.20567375886524822
34 32 7 35	0.08999603541694198 0.41134751773049644
34 32 9	0.04845222072678331 0.09929078014184398
34 32 9 11	0.12860780984719863 0.41134751773049644
34 32 11 12	0.08580593424218123 0.2978723404255319
34 32 12	0.02243211334120425 0.09219858156028368
34 32 14 13	0.14638783269961977 0.48226950354609927
34 32 14 18	0.12526389866291343 0.45390070921985815
34 32 16 13	0.1206896551724138 0.41134751773049644
34 32 26 0	0.2862679955703212 0.6879432624113475
34 32 27 14	0.19205020920502092 0.6028368794326241
34 32 28 16	0.08784893267651889 0.46099290780141844
34 32 30 34	0.14482487209759937 0.6028368794326241
34 32 31 13	0.12659470068694798 0.41843971631205673
34 32 32	0.050980392156862744 0.09219858156028368
34 32 34	0.11940298507462686 0.6524822695035462
34 32 34 30	0.1796162315193457 0.5815602836879432
34 32 37 11	0.10816498316498316 0.3475177304964539
34 32 39 3	0.09221311475409837 0.3191489361702128
34 32 40 9	0.09017223910840932 0.20567375886524822
34 32 41 0	0.009038619556285949 0.11347517730496454
34 32 41 8	0.07437301816085327 0.41134751773049644
34 32 41 13	0.17399323701198893 0.5957446808510638
34 32 41 20	0.18095238095238095 0.3191489361702128
34 32 42 37	0.0562015503875969 0.10638297872340426
34 33 1 45	0.25 0.23404255319148937
34 33 3	0.07710843373493977 0.14893617021276595
34 33 8	0.0915032679738562 0.24113475177304963
34 33 10 18	0.20491803278688525 0.16312056737588654
34 33 13	0.18333333333333332 0.2624113475177305
34 33 13 30	0.14156626506024098 0.28368794326241137
34 33 16 44	0.09090909090909091 0.15602836879432624
34 33 18	0.12206572769953052 0.09219858156028368
34 33 26 3	0.04942528735632184 0.11347517730496454
34 33 28	0.07780979827089338 0.11347517730496454
34 33 33	0.08010335917312661 0.1773049645390071
34 33 33 5	0.14186248912097477 0.2765957446808511
34 33 40 43	0.23653395784543327 0.2907801418439716
34 33 42 33	0.211340206185567 0.14184397163120568
34 33 44 14	0.22866894197952217 0.23404255319148937
34 33 45	0.24260355029585798 0.19858156028368795
34 34 5 0	0.26721311475409837 0.3829787234042553
34 34 6 33	0.18345864661654135 0.22695035460992907
34 34 7 30	0.08630952380952381 0.12056737588652482
34 34 8 14	0.17058096415327564 0.3617021276595745
34 34 9	0.09364908503767493 0.4397163120567376
34 34 10 12	0.14925373134328357 0.15602836879432624
34 34 12	0.12607449856733524 0.20567375886524822
34 34 14 13	0.15008880994671403 0.28368794326241137
34 34 14 18	0.08517608517608517 0.2198581560283688
34 34 16 13	0.18410351201478742 0.5106382978723404
34 34 29 41	0.09703287890938252 0.3191489361702128
34 34 30 25	0.09501738122827347 0.28368794326241137
34 34 32	0.06680369989722508 0.20567375886524822
34 34 37	0.0671462829736211 0.09219858156028368
34 34 40 34	0.08816326530612245 0.3049645390070922
34 34 41 8	0.07244212098581031 0.20567375886524822
34 34 41 39	0.017482517482517484 0.12056737588652482
34 35	0.07428571428571429 0.1702127659574468
34 35 1	0.22823218997361477 0.5602836879432624
34 35 5	0.1233974358974359 0.22695035460992907
34 35 5 1	0.17375 0.5460992907801419
34 35 11 11	0.060790273556231005 0.09929078014184398
34 35 14 41	0.08893709327548807 0.41134751773049644
34 35 15	0.0670391061452514 0.05673758865248227
34 35 26 1	0.16002071465561885 0.49645390070921985
34 35 27 45	0.22580645161290322 0.14184397163120568
34 35 30	0.09754098360655737 0.3262411347517731
34 35 34	0.003194888178913738 0.02127659574468085
34 35 34 0	0.29411764705882354 0.48936170212765956
34 35 35	0.08116883116883117 0.16312056737588654
34 35 35 1	0.21052631578947367 0.5460992907801419
34 35 36	0.08266129032258064 0.1702127659574468
34 35 43 38	0.11900191938579655 0.19148936170212766
34 35 46 14	0.07692307692307693 0.05673758865248227
34 36	0.029612756264236904 0.07092198581560284
34 36 1 11	0.10365853658536585 0.3404255319148936
34 36 4 27	0.06460674157303371 0.15602836879432624
34 36 5	0.04180790960451977 0.14184397163120568
34 36 5 15	0.04862236628849271 0.07801418439716312
34 36 6 31	0.04664683612763656 0.46808510638297873
34 36 7 32	0.028164347249834326 0.19858156028368795
34 36 11	0.12209648600357356 0.48936170212765956
34 36 11 26	0.10859863135971437 0.4326241134751773
34 36 11 30	0.17012561441835064 0.49645390070921985
34 36 11 36	0.050051188715732 0.23404255319148937
34 36 13 14	0.013722627737226278 0.06382978723404255
34 36 13 45	0.2828828828828829 0.3333333333333333
34 36 16 16	0.08782586686914705 0.5531914893617021
34 36 16 41	0.07347538574577517 0.7021276595744681
34 36 30	0.08454106280193237 0.2553191489361702
34 36 31 16	0.04618689581095596 0.40425531914893614
34 36 35 30	0.08168642951251646 0.14184397163120568
34 36 36	0.12929623567921442 0.24113475177304963
34 36 37 0	0.2709308372334893 0.6099290780141844
34 36 38 13	0.08613861386138613 0.3546099290780142
34 36 38 18	0.19223826714801445 0.46099290780141844
34 36 42	0.06117353308364544 0.1773049645390071
34 36 42 1	0.26659167604049494 0.3829787234042553
34 36 42 35	0.0769774011299435 0.19148936170212766
34 37 0	0.1525974025974026 0.20567375886524822
34 37 9	0.06949352179034157 0.2198581560283688
34 37 12	0.1330166270783848 0.3900709219858156
34 37 13 16	0.07258938244853738 0.24113475177304963
34 37 14 14	0.08082026537997587 0.23404255319148937
34 37 14 45	0.23540856031128404 0.2624113475177305
34 37 16 13	0.15834165834165834 0.5531914893617021
34 37 16 18	0.18155410312273057 0.5319148936170213
34 37 27 41	0.12636505460218408 0.3049645390070922
34 37 32	0.03924646781789639 0.09929078014184398
34 37 34	0.10743801652892562 0.2978723404255319
34 37 35 0	0.29249617151607965 0.49645390070921985
34 37 39 43	0.13626834381551362 0.24113475177304963
34 37 41 8	0.0712290502793296 0.2624113475177305
34 37 41 38	0.06802721088435375 0.3546099290780142
34 38 8	0.06006006006006006 0.07801418439716312
34 38 9	0.005891016200294551 0.0070921985815602835
34 38 13	0.2151639344262295 0.49645390070921985
34 38 14 0	0.2643478260869565 0.475177304964539
34 38 18 1	0.19389312977099238 0.2765957446808511
34 38 26 0	0.010587102983638113 0.028368794326241134
34 38 27	0.10526315789473684 0.10638297872340426
34 38 27 5	0.07897934386391252 0.19858156028368795
34 38 27 30	0.07465825446898001 0.2198581560283688
34 38 28	0.07 0.07801418439716312
34 38 31	0.036521739130434785 0.1276595744680851
34 38 34 41	0.08196062675773402 0.41134751773049644
34 38 39	0.03162055335968379 0.11347517730496454
34 38 39 34	0.09419354838709677 0.5957446808510638
34 38 41 0	0.2972292191435768 0.5815602836879432
34 39 0 18	0.13634389926183238 0.46808510638297873
34 39 0 43	0.12843691148775896 0.4397163120567376
34 39 1 45	0.02604920405209841 0.09219858156028368
34 39 4 37	0.06407563025210083 0.19148936170212766
34 39 6 1	0.16018306636155608 0.6453900709219859
34 39 6 36	0.0552 0.28368794326241137
34 39 7 18	0.20557156580211336 0.3900709219858156
34 39 9 13	0.11775771256583897 0.574468085106383
34 39 11 14	0.16397415185783523 0.4397163120567376
34 39 14	0.21987120515179392 0.7730496453900709
34 39 14 30	0.1408524820206981 0.5957446808510638
34 39 16	0.05534454693434617 0.36879432624113473
34 39 16 1	0.1346723044397463 0.6879432624113475
34 39 16 40	0.04859484777517564 0.1347517730496454
34 39 18 9	0.07263681592039802 0.36879432624113473
34 39 28	0.00423728813559322 0.02127659574468085
34 39 29 12	0.0691699604743083 0.36879432624113473
34 39 31	0.04878048780487805 0.2907801418439716
34 39 32 3	0.0895032802249297 0.3475177304964539
34 39 33 34	0.10199556541019955 0.3971631205673759
34 39 34 45	0.29836512261580383 0.36879432624113473
34 39 37 41	0.023744911804613297 0.2695035460992908
34 39 38	0.01049317943336831 0.05673758865248227
34 39 39 0	0.15930304915992533 0.49645390070921985
34 39 41	0.10706560922855082 0.6808510638297872
34 39 41 32	0.011851246424192888 0.06382978723404255
34 39 43 0	0.24813432835820895 0.475177304964539
34 40	0.04516129032258064 0.028368794326241134
34 40 5	0.10833333333333334 0.07092198581560284
34 40 11	0.097799511002445 0.2127659574468085
34 40 15	0.1075085324232082 0.2198581560283688
34 40 15 1	0.26936619718309857 0.3617021276595745
34 40 27 8	0.12980769230769232 0.0851063829787234
34 40 30	0.07317073170731707 0.09929078014184398
34 40 35	0.1386861313868613 0.07801418439716312
34 40 38 43	0.16568047337278108 0.11347517730496454
34 40 40 1	0.28346456692913385 0.3546099290780142
34 41 0 43	0.13783303730017762 0.46099290780141844
34 41 4 0	0.2624113475177305 0.3829787234042553
34 41 5	0.003854625550660793 0.04964539007092199
34 41 5 26	0.0007385524372230429 0.014184397163120567
34 41 5 31	0.061170212765957445 0.3049645390070922
34 41 8 0	0.2585034013605442 0.624113475177305
34 41 12 18	0.1305767138193689 0.3262411347517731
34 41 12 38	0.10664335664335664 0.22695035460992907
34 41 14	0.11759868421052631 0.425531914893617
34 41 14 42	0.07423580786026202 0.1702127659574468
34 41 15 41	0.088379705400982 0.4326241134751773
34 41 16	0.10160905840286055 0.7163120567375887
34 41 17 41	0.1034097261039687 0.3262411347517731
34 41 18 37	0.03513770180436847 0.12056737588652482
34 41 25 13	0.1577591757887959 0.44680851063829785
34 41 25 28	0.054231227651966626 0.23404255319148937
34 41 26 16	0.05005561735261402 0.3404255319148936
34 41 26 39	0.0375366568914956 0.14184397163120568
34 41 26 41	0.10719754977029096 0.723404255319149
34 41 30 16	0.06566037735849056 0.5035460992907801
34 41 31	0.0891583452211127 0.4326241134751773
34 41 31 5	0.07897181790027873 0.4326241134751773
34 41 32 18	0.14857142857142858 0.3120567375886525
34 41 32 39	0.024088541666666668 0.12056737588652482
34 41 34 33	0.10083682008368201 0.375886524822695
34 41 38 34	0.11819519372241295 0.49645390070921985
34 41 39	0.06876640419947506 0.375886524822695
34 41 39 11	0.0833968012185834 0.3900709219858156
34 41 39 27	0.00580046403712297 0.03546099290780142
34 41 39 44	0.03910614525139665 0.10638297872340426
34 41 41	0.0701839303000968 0.48226950354609927
34 41 41 5	0.06544054747647562 0.5886524822695035
34 41 41 30	0.10987261146496816 0.624113475177305
34 41 42 16	0.06456692913385827 0.2127659574468085
34 41 42 31	0.056179775280898875 0.10638297872340426
34 42 31 14	0.17463617463617465 0.20567375886524822
34 42 35	0.11475409836065574 0.03546099290780142
34 43 1 3	0.07903780068728522 0.14893617021276595
34 43 3	0.03262955854126679 0.0851063829787234
34 43 3 5	0.07671232876712329 0.18439716312056736
34 43 7 9	0.000946073793755913 0.014184397163120567
34 43 8 30	0.12727272727272726 0.24822695035460993
34 43 9 41	0.10218393107593668 0.7304964539007093
34 43 10 43	0.15881561238223418 0.2765957446808511
34 43 13	0.13902053712480253 0.2978723404255319
34 43 13 11	0.10009910802775025 0.3262411347517731
34 43 18	0.1981450252951096 0.5531914893617021
34 43 18 5	0.11689961880559085 0.5602836879432624
34 43 20	0.12301587301587301 0.1276595744680851
34 43 20 30	0.14549938347718866 0.3475177304964539
34 43 25 41	0.09854014598540146 0.5815602836879432
34 43 26 14	0.05 0.2127659574468085
34 43 28	0.04215851602023609 0.12056737588652482
34 43 30 31	0.03208791208791209 0.18439716312056736
34 43 31 1	0.030283080974325215 0.20567375886524822
34 43 33	0.04326923076923077 0.11347517730496454
34 43 33 35	0.11122881355932203 0.24822695035460993
34 43 36 31	0.012587412587412588 0.0425531914893617
34 43 36 39	0.06949569495694957 0.09929078014184398
34 43 38	0.09375 0.2127659574468085
34 43 38 26	0.07257072570725707 0.22695035460992907
34 43 39 1	0.010309278350515464 0.09929078014184398
34 43 39 34	0.09715762273901808 0.5886524822695035
34 43 39 36	0.013145539906103286 0.06382978723404255
34 43 41 25	0.050724637681159424 0.23404255319148937
34 43 42 13	0.15019762845849802 0.1347517730496454
34 43 43	0.1615598885793872 0.4326241134751773
34 43 44 41	0.11225658648339061 0.3049645390070922
34 43 45	0.24539877300613497 0.20567375886524822
34 43 45 5	0.13801452784503632 0.24822695035460993
34 44 0 1	0.31 0.12056737588652482
34 44 6 41	0.036635006784260515 0.1276595744680851
34 44 13 1	0.03333333333333333 0.03546099290780142
34 44 19	0.264 0.16312056737588654
34 44 25	0.052083333333333336 0.06382978723404255
34 44 41 39	0.009762900976290097 0.04964539007092199
34 44 44	0.19753086419753085 0.10638297872340426
34 45 3	0.05128205128205128 0.0425531914893617
34 45 5 13	0.13227513227513227 0.2198581560283688
34 45 13	0.11538461538461539 0.06382978723404255
34 45 16 0	0.29402756508422667 0.524822695035461
34 45 20	0.23780487804878048 0.1702127659574468
34 45 38	0.10179640718562874 0.06382978723404255
34 45 38 1	0.1606425702811245 0.16312056737588654
34 46 27	0.057692307692307696 0.0425531914893617
34 47 33 25	0.08333333333333333 0.02127659574468085
34 49 41 8	0.2653061224489796 0.05673758865248227
35 0	0.21359223300970873 0.10638297872340426
35 0 1	0.23404255319148937 0.09929078014184398
35 0 4 29	0.08333333333333333 0.0070921985815602835
35 0 5 30	0.1479028697571744 0.19148936170212766
35 0 9 34	0.12351648351648352 0.24113475177304963
35 0 16 14	0.1873653984206748 0.22695035460992907
35 0 16 41	0.12420127795527157 0.2198581560283688
35 0 17 11	0.08433734939759036 0.06382978723404255
35 0 26	0.09397590361445783 0.09219858156028368
35 0 39 14	0.20301460197833254 0.2553191489361702
35 0 39 41	0.09100837277029487 0.2198581560283688
35 1 0	0.2171945701357466 0.11347517730496454
35 1 1 34	0.10927835051546392 0.10638297872340426
35 1 5 44	0.10227272727272728 0.05673758865248227
35 1 9 42	0.11666666666666667 0.09219858156028368
35 1 10 30	0.0060790273556231 0.014184397163120567
35 1 14 13	0.0757020757020757 0.15602836879432624
35 1 16 39	0.02986279257465698 0.05673758865248227
35 1 19	0.06766917293233082 0.0425531914893617
35 1 25	0.036827195467422094 0.06382978723404255
35 1 34	0.099601593625498 0.14184397163120568
35 1 44	0.06837606837606838 0.0425531914893617
35 2 7 8	0.18421052631578946 0.10638297872340426
35 2 16	0.03286384976525822 0.03546099290780142
35 2 41	0.11956521739130435 0.12056737588652482
35 2 41 15	0.041379310344827586 0.03546099290780142
35 3 0 45	0.24074074074074073 0.06382978723404255
35 3 5 38	0.018808777429467086 0.0070921985815602835
35 3 11 41	0.0862533692722372 0.09929078014184398
35 3 14	0.12334801762114538 0.09219858156028368
35 3 14 11	0.06705539358600583 0.04964539007092199
35 3 19 18	0.2916666666666667 0.03546099290780142
35 3 32 18	0.10915492957746478 0.07092198581560284
35 3 41	0.08238636363636363 0.1276595744680851
35 4 12 45	0.225 0.04964539007092199
35 4 14	0.23529411764705882 0.1276595744680851
35 4 16 15	0.023696682464454975 0.02127659574468085
35 4 28 0	0.19834710743801653 0.07801418439716312
35 4 30 41	0.12702078521939955 0.12056737588652482
35 5 30 34	0.09846153846153846 0.12056737588652482
35 5 39 13	0.15079365079365079 0.07092198581560284
35 5 41 13	0.19553072625698323 0.1347517730496454
35 6 5 45	0.21084337349397592 0.07092198581560284
35 6 8 1	0.12371134020618557 0.1347517730496454
35 6 8 42	0.09191176470588236 0.04964539007092199
35 6 9 41	0.09669211195928754 0.19148936170212766
35 6 12 41	0.09688013136288999 0.2198581560283688
35 6 13	0.1651376146788991 0.10638297872340426
35 6 14 9	0.030634573304157548 0.10638297872340426
35 6 16 0	0.2676767676767677 0.24822695035460993
35 6 16 32	0.033136094674556214 0.04964539007092199
35 6 18	0.1568627450980392 0.06382978723404255
35 6 18 5	0.1328125 0.10638297872340426
35 6 27	0.04365079365079365 0.04964539007092199
35 6 33	0.16111111111111112 0.09219858156028368
35 6 37 39	0.0182328190743338 0.06382978723404255
35 7 1	0.14937759336099585 0.15602836879432624
35 7 5	0.12010443864229765 0.14184397163120568
35 7 8 45	0.1357142857142857 0.09929078014184398
35 7 11	0.09876543209876543 0.0425531914893617
35 7 14 41	0.09758454106280193 0.14184397163120568
35 7 17	0.0392156862745098 0.03546099290780142
35 7 17 1	0.1213235294117647 0.09929078014184398
35 7 30	0.11387900355871886 0.12056737588652482
35 7 32 0	0.2697862507221259 0.2695035460992908
35 7 35	0.07441860465116279 0.1347517730496454
35 7 36	0.04326923076923077 0.04964539007092199
35 7 37 9	0.04131054131054131 0.07801418439716312
35 7 41 31	0.06610800744878957 0.09219858156028368
35 8 14	0.18633540372670807 0.10638297872340426
35 8 27 0	0.3090909090909091 0.1276595744680851
35 9 1	0.11946902654867257 0.0851063829787234
35 9 9 0	0.20276497695852536 0.07801418439716312
35 9 11	0.15979381443298968 0.1347517730496454
35 9 30	0.10033444816053512 0.09219858156028368
35 9 36	0.3111111111111111 0.03546099290780142
35 9 40	0.037037037037037035 0.028368794326241134
35 10 0	0.6072874493927125 0.2907801418439716
35 10 0 30	0.09921671018276762 0.14893617021276595
35 10 6 43	0.06896551724137931 0.0425531914893617
35 10 9	0.007984031936127744 0.02127659574468085
35 10 9 36	0.2655172413793103 0.04964539007092199
35 10 12	0.07407407407407407 0.07801418439716312
35 10 16 28	0.05143540669856459 0.07092198581560284
35 10 21 14	0.25609756097560976 0.06382978723404255
35 10 29 31	0.06862745098039216 0.14184397163120568
35 10 29 41	0.0778688524590164 0.11347517730496454
35 10 31 16	0.0074045206547155105 0.07801418439716312
35 10 32 30	0.1469265367316342 0.11347517730496454
35 10 34	0.11934156378600823 0.1773049645390071
35 10 35 37	0.08930817610062892 0.06382978723404255
35 10 37 42	0.07394366197183098 0.04964539007092199
35 11 0	0.18181818181818182 0.02127659574468085
35 11 9	0.07177033492822966 0.07801418439716312
35 11 12	0.10638297872340426 0.04964539007092199
35 11 17 0	0.26875 0.15602836879432624
35 11 37	0.06666666666666667 0.02127659574468085
35 12	0.05 0.028368794326241134
35 12 11	0.10227272727272728 0.06382978723404255
35 12 26 36	0.10144927536231885 0.04964539007092199
35 12 30 5	0.07309644670050762 0.0851063829787234
35 12 35	0.09523809523809523 0.028368794326241134
35 13 14	0.17180616740088106 0.11347517730496454
35 13 26 41	0.10589812332439678 0.16312056737588654
35 13 41	0.10459183673469388 0.1276595744680851
35 14 0 39	0.036393713813068655 0.1347517730496454
35 14 1 13	0.15258215962441316 0.10638297872340426
35 14 13	0.1632047477744807 0.1702127659574468
35 14 16 34	0.108263933376041 0.23404255319148937
35 14 18	0.109375 0.1347517730496454
35 14 38	0.05420560747663551 0.10638297872340426
35 14 39	0.028890959925442685 0.10638297872340426
35 14 41	0.01652892561983471 0.05673758865248227
35 15 12	0.08064516129032258 0.028368794326241134
35 15 32	0.03731343283582089 0.03546099290780142
35 15 33 31	0.0989010989010989 0.0070921985815602835
